config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSize, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time,    cycle,   instr, L1_miss, LLC_miss, br_miss,    task,       scale,   IPC,   CPU,   GHz 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.229, 117.957, 139.034,   1.095,    0.228,   0.000, 22.828, 10000000.000, 1.179, 0.997, 5.167 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.259, 4084.937, 1402.555,  32.593,   18.426,  12.002, 821.146, 2750000.000, 0.343, 1.000, 4.975 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 3.715, 1872.396, 2323.094,  16.739,    4.900,   5.363, 371.413, 10000000.000, 1.241, 1.000, 5.041 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.591, 4840.235, 921.021, 111.849,   66.047,  12.227, 941.914, 2750000.000, 0.190, 1.000, 5.139 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.596, 826.459, 530.564,  12.063,    6.018,   3.827, 159.624, 10000000.000, 0.642, 1.000, 5.178 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.447, 4496.992, 1046.602,  99.289,   58.467,  10.717, 887.138, 2750000.000, 0.233, 0.997, 5.069 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.541, 781.828, 563.958,   9.370,    4.572,   3.151, 154.127, 10000000.000, 0.721, 1.000, 5.073 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.799, 3301.974, 1107.908,  27.917,   15.931,  11.810, 654.268, 2750000.000, 0.336, 1.000, 5.047 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 5.709, 2867.783, 2241.600,  20.023,    8.763,   5.797, 570.857, 10000000.000, 0.782, 1.000, 5.024 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.541, 6421.606, 1463.528, 116.814,   68.760,  12.972, 1287.573, 2750000.000, 0.228, 1.000, 4.987 
